clean_text,label,emotion
say multnomah county library open 44 hour per week lowest library four county region,1,neutral
austin politician want cram kid classroom n't make tough decision balance budget,0,neutral
quote president donald trump saying tell people lie three time believe anything tell people want hear play fantasy close deal,0,neutral
56 million defenseless people rounded exterminated 20th century gun control,0,disgust
breed pit bull often associated aggressive behavior,1,disgust
interior deportation obama 40 percent nine year low,1,neutral
biden invested entire family fortune ukraine gas oil shuts keystone pipeline starting get picture,0,disgust
poll 53 percent young republican voter age 35 said would describe climate change denier 'ignorant 'out touch 'crazy,1,disgust
people think aid done 's done,1,disgust
said state insurance commissioner candidate ralph hudgens fight hard strip woman life saving coverage mammogram,0,anger
entire state florida led nation last year prison inmate committing tax fraud,1,neutral
ca n't give child aspirin school without permission ca n't kind medication secretly take child abortion,1,neutral
every single swing seat house democrat endorsed medicareforall election track win election every single one,1,neutral
florida 's coastal stormwater infrastructure two critical area storm received plus rating respectively american society civil engineer 2016,1,neutral
obama administration begging meeting kim jong un,0,neutral
say former president barack obama pardoned traitor gave enemy state secret also pardoned terrorist killed american,0,disgust
since 2009 georgia 's public school lost nearly 000 classroom teacher number student gone,1,sadness
's one democrat endorses romney ryan medicare plan,1,neutral
various office state government purchased 11 million vehicle counting lease use governor last two year,1,neutral
monkeypox biological warfare u government,0,disgust
private sector job created first eight month 2010 eight year bush administration,0,neutral
new york city every one person experiencing homelessness three vacant apartment,1,neutral
photo show three men cross feel like 're crucified required stay home,0,disgust
gop controlled legislature refused act least 150 appointee gov tony evers,1,neutral
texas 600 000 registered voter n't kind photo id needed vote,1,neutral
california gov jerry brown caught middle 60 billion corruption investigation,0,disgust
say recent study indicate nationally percent white voting age citizen 25 percent african american voting age citizen lack government issued photo id,1,neutral
say mike dewine wanted allow insurance company refuse pay pre existing condition,0,neutral
kanye west look see black unemployment lowest 's history country see hispanic unemployment lowest 's history country see woman 's unemployment lowest 's almost 19 year,1,neutral
dan patrick said woman get paid less man job 's problem,0,neutral
health care reform would bring deficit much trillion next two decade,0,neutral
romney director damon corporation company defrauding medicare million,1,disgust
single democrat opposed neil gorsuch 's confirmation 2006,1,neutral
people constitutional right semiautomatic rifle,1,neutral
sen bill nelson deciding vote health care law,0,neutral
democrat 's new plan tax billionaire lower deficit trillion fund clean energy independence republican 's new plan raise tax household earning less 50 000 additional 500 cutting tax rich,0,neutral
since john kennedy assassinated 1963 american died gunfire within country american serviceman woman killed war,1,sadness
kind snowstorm happens every 10 15 year,1,neutral
tally representation congress governorship democrat almost lowest representation 100 year,1,neutral
money raised help beto o'rourke get elected used fund migrant clearly breaking campaign finance law,0,disgust
fifteen year ago asset six largest bank country totaled 17 percent gdp asset six largest bank united state today total 63 percent gdp,1,neutral
social security trust fund already facing imminent bankruptcy,0,fear
fidel castro came office know massive literacy program,1,neutral
say arrowhead stadium considered loudest stadium world,1,surprise
florida concealed weapon permit nation nearly double second state texas,1,neutral
say rick perry told student could n't attend gubernatorial forum due scheduling conflict forum day tweeted 'd running dog,1,sadness
florida rank last ratio employee resident florida dead last nation state employee payroll expenditure per resident,1,neutral
family current minimum wage easily qualifies food stamp,1,neutral
parent teacher already worrying call trump effect report bullying harassment rise school especially targeting student color muslim immigrant,1,fear
lost life last two year due opioids life lost vietnam war,1,sadness
united state developed country world without paid maternity leave,1,neutral
